id,hf_split,reference_text_raw,reference_text_alt_raw,pred_text_raw,reference_text_clean,pred_text_clean,latency_sec,detected_language,language_probability,sampling_rate,status
1941,test,pasangan ini dapat memilih untuk membuat rencana adopsi bagi bayi mereka,Pasangan ini dapat memilih untuk membuat rencana adopsi bagi bayi mereka.,Pasangan ini dapat memilih untuk membuat rencana adopsi bagi bayi mereka.,pasangan ini dapat memilih untuk membuat rencana adopsi bagi bayi mereka,pasangan ini dapat memilih untuk membuat rencana adopsi bagi bayi mereka,0.5236027240753174,id,1,16000,ok
1802,test,internet mengombinasikan elemen komunikasi massa dan antarpribadi,Internet mengombinasikan elemen komunikasi massa dan antarpribadi.,Internet mengombinasikan elemen komunikasi massa dan antar pribadi.,internet mengombinasikan elemen komunikasi massa dan antarpribadi,internet mengombinasikan elemen komunikasi massa dan antar pribadi,0.45145392417907715,id,1,16000,ok
1986,test,"""hadirnya tim siluman yang sesungguhnya larson dan lafasto 1989 halaman 109 juga menjadi komponen unik dari tim virtual. ","""Hadirnya ""tim siluman"" yang sesungguhnya (Larson dan LaFasto, 1989, halaman 109) juga menjadi komponen unik dari tim virtual. ""","Hadirnya dalam tim siluman yang sesungguhnya dalam burung Larsen dan La Pasto, 1989 halaman 109, juga menjadi komponen unik dari tim virtual.",hadirnya tim siluman yang sesungguhnya larson dan lafasto 1989 halaman 109 juga menjadi komponen unik dari tim virtual,hadirnya dalam tim siluman yang sesungguhnya dalam burung larsen dan la pasto 1989 halaman 109 juga menjadi komponen unik dari tim virtual,0.5087463855743408,id,1,16000,ok
1734,test,para ilmuwan dapat menyimpulkan bahwa materi gelap mempengaruhi materi gelap lainnya dengan cara yang sama seperti materi biasa,Para ilmuwan dapat menyimpulkan bahwa materi gelap mempengaruhi materi gelap lainnya dengan cara yang sama seperti materi biasa.,Para ilmuwan dapat menyimpulkan bahwa materi gelap mempengaruhi materi gelap lainnya dengan cara yang sama seperti materi biasa.,para ilmuwan dapat menyimpulkan bahwa materi gelap mempengaruhi materi gelap lainnya dengan cara yang sama seperti materi biasa,para ilmuwan dapat menyimpulkan bahwa materi gelap mempengaruhi materi gelap lainnya dengan cara yang sama seperti materi biasa,0.46477198600769043,id,1,16000,ok
1679,test,aerosmith meniadakan konser tur mereka yang tersisa,Aerosmith meniadakan konser tur mereka yang tersisa.,Aerosmith menyiadakan konser tur mereka yang tersisa.,aerosmith meniadakan konser tur mereka yang tersisa,aerosmith menyiadakan konser tur mereka yang tersisa,0.4509437084197998,id,1,16000,ok
1741,test,area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati,Area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati.,"Area yang luas di sebelah utara sangat jarang ditempati, dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati.",area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati,area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati,0.48329710960388184,id,1,16000,ok
1784,test,greenland berpenduduk jarang di saga nordik dikatakan bahwa erik si merah diasingkan dari islandia akibat pembunuhan dan saat pergi ke barat menemukan greenland dan menamakannya greenland,"Greenland berpenduduk jarang. Di saga Nordik dikatakan bahwa Erik si Merah diasingkan dari Islandia akibat pembunuhan, dan saat pergi ke barat menemukan Greenland dan menamakannya Greenland.","Greenland berpenduduk carang, di Saga Nordic dikatakan bahwa Eric Simerah diasingkan dari Islandia akibat pembunuhan, dan saat pergi ke barat menemukan Greenland dan menamakannya Greenland.",greenland berpenduduk jarang di saga nordik dikatakan bahwa erik si merah diasingkan dari islandia akibat pembunuhan dan saat pergi ke barat menemukan greenland dan menamakannya greenland,greenland berpenduduk carang di saga nordic dikatakan bahwa eric simerah diasingkan dari islandia akibat pembunuhan dan saat pergi ke barat menemukan greenland dan menamakannya greenland,0.487443208694458,id,1,16000,ok
2006,test,elemen seperti kalsium dan potasium adalah logam tentu saja ada juga logam seperti perak dan emas,"Elemen seperti kalsium dan potasium adalah logam. Tentu saja, ada juga logam seperti perak dan emas.","Elemen seperti kalsium dan potasium adalah logam. Tentu saja, ada juga logam seperti perak dan emas.",elemen seperti kalsium dan potasium adalah logam tentu saja ada juga logam seperti perak dan emas,elemen seperti kalsium dan potasium adalah logam tentu saja ada juga logam seperti perak dan emas,0.4647791385650635,id,1,16000,ok
1867,test,tumbuhan menghasilkan oksigen yang dihirup manusia dan mereka menghirup karbondioksida yang dikeluarkan manusia yang artinya bernapas,"Tumbuhan menghasilkan oksigen yang dihirup manusia, dan mereka menghirup karbondioksida yang dikeluarkan manusia (yang artinya, bernapas).","Tumbuhan menghasilkan oksigen yang dihirup manusia, dan maleta menghirup karbon dioksida yang didiwarkan manusia dalam gunung yang artinya bernafas.",tumbuhan menghasilkan oksigen yang dihirup manusia dan mereka menghirup karbondioksida yang dikeluarkan manusia yang artinya bernapas,tumbuhan menghasilkan oksigen yang dihirup manusia dan maleta menghirup karbon dioksida yang didiwarkan manusia dalam gunung yang artinya bernafas,0.47208333015441895,id,1,16000,ok
1831,test,taman nasional danau plitvice mempunyai hutan yang lebat terutama dipenuhi pohon beech cemara dan fir serta menampilkan perpaduan vegetasi alpin dan mediterania,"Taman nasional Danau Plitvice mempunyai hutan yang lebat, terutama dipenuhi pohon beech, cemara, dan fir, serta menampilkan perpaduan vegetasi Alpin dan Mediterania.","Taman Nasional Danoplitvice mempunyai hutan yang lebat, terutama dipenuhi pohon beech, cemara dan fir, serta menampilkan perpaduan vegetasi Alpine dan Mediterania.",taman nasional danau plitvice mempunyai hutan yang lebat terutama dipenuhi pohon beech cemara dan fir serta menampilkan perpaduan vegetasi alpin dan mediterania,taman nasional danoplitvice mempunyai hutan yang lebat terutama dipenuhi pohon beech cemara dan fir serta menampilkan perpaduan vegetasi alpine dan mediterania,0.49872469902038574,id,1,16000,ok
1711,test,teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,"Teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal, dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu.",Teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu.,teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,0.6420383453369141,id,1,16000,ok
1721,test,setelah bendungan dibangun pada 1963 banjir musiman yang dapat menyebarkan sedimen ke sepanjang sungai berhasil dihentikan,"Setelah bendungan dibangun pada 1963, banjir musiman yang dapat menyebarkan sedimen ke sepanjang sungai berhasil dihentikan.","Setelah bendungan dibangun pada 1963, banjir musiman yang mendapat menyebarkan sedimen ke sepanjang sungai berhasil dihentikan.",setelah bendungan dibangun pada 1963 banjir musiman yang dapat menyebarkan sedimen ke sepanjang sungai berhasil dihentikan,setelah bendungan dibangun pada 1963 banjir musiman yang mendapat menyebarkan sedimen ke sepanjang sungai berhasil dihentikan,0.456496000289917,id,1,16000,ok
1803,test,kelembapan di tangan anda akan bereaksi dengan lapisan luar yang akan terasa lucu dan membentuk semacam cangkang,"Kelembapan di tangan Anda akan bereaksi dengan lapisan luar, yang akan terasa lucu dan membentuk semacam cangkang.","Kelembaban di tangan Anda akan bereaksi dengan labisan luar, yang akan terasa lucu dan membentuk semacam cantan.",kelembapan di tangan anda akan bereaksi dengan lapisan luar yang akan terasa lucu dan membentuk semacam cangkang,kelembaban di tangan anda akan bereaksi dengan labisan luar yang akan terasa lucu dan membentuk semacam cantan,0.46211886405944824,id,1,16000,ok
1904,test,namun akibat saluran komunikasi yang lambat gaya di barat bisa tertinggal 25 hingga 30 tahun,"Namun, akibat saluran komunikasi yang lambat, gaya di barat bisa tertinggal 25 hingga 30 tahun.","Namun, akibat jaluran komunikasi yang lambat, gaya di barat bisa tertinggal 25 hingga 30 tahun.",namun akibat saluran komunikasi yang lambat gaya di barat bisa tertinggal 25 hingga 30 tahun,namun akibat jaluran komunikasi yang lambat gaya di barat bisa tertinggal 25 hingga 30 tahun,0.4481954574584961,id,1,16000,ok
1707,test,ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan sanparks,Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan Taman Nasional Afrika Selatan (SANParks).,"Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan taman nasional Afrika Selatan, Sandparks.",ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan sanparks,ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan sandparks,0.4596407413482666,id,1,16000,ok
1825,test,jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya,"Jika Anda ingin berada dekat dengan pertunjukannya, maka Anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya.","Jika Anda ingin berada dekat dengan pertunjukannya, maka Anda harus datang lebih awal agar mendapatkan tempat bertemah yang dekat dengan musiknya.",jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya,jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat bertemah yang dekat dengan musiknya,0.8350157737731934,id,1,16000,ok
1819,test,tiongkok kuno punya cara unik untuk menunjukkan periode waktu yang berbeda setiap tahapan di tiongkok atau setiap keluarga yang berkuasa adalah dinasti yang berbeda,Tiongkok kuno punya cara unik untuk menunjukkan periode waktu yang berbeda; setiap tahapan di Tiongkok atau setiap keluarga yang berkuasa adalah dinasti yang berbeda.,Tiongkok kuno punya cara unik untuk menunjukkan periode waktu yang berbeda. Setiap tahapan di Tiongkok atau setiap keluarga yang berkuasa adalah dinasti yang berbeda.,tiongkok kuno punya cara unik untuk menunjukkan periode waktu yang berbeda setiap tahapan di tiongkok atau setiap keluarga yang berkuasa adalah dinasti yang berbeda,tiongkok kuno punya cara unik untuk menunjukkan periode waktu yang berbeda setiap tahapan di tiongkok atau setiap keluarga yang berkuasa adalah dinasti yang berbeda,0.4781219959259033,id,1,16000,ok
1797,test,setiap orang ikut serta dalam masyarakat dan menggunakan sistem transportasi hampir semua orang mengeluhkan sistem transportasi,Setiap orang ikut serta dalam masyarakat dan menggunakan sistem transportasi. Hampir semua orang mengeluhkan sistem transportasi.,"Setiap orang ikut serta dalam masyarakat dan menggunakan sistem transportasi, hampir semua orang mengeluhkan sistem transportasi.",setiap orang ikut serta dalam masyarakat dan menggunakan sistem transportasi hampir semua orang mengeluhkan sistem transportasi,setiap orang ikut serta dalam masyarakat dan menggunakan sistem transportasi hampir semua orang mengeluhkan sistem transportasi,0.4932219982147217,id,1,16000,ok
1743,test,sebagian besar interpretasi determinisme teknologi mengandung dua gagasan umum bahwa pengembangan teknologi itu sendiri mengikuti jalur yang sebagian besar melampaui pengaruh budaya atau politik dan bahwa teknologi pada akhirnya memiliki efek yang melekat di masyarakat bukan sekadar dikondisikan secara sosial,"""Sebagian besar interpretasi determinisme teknologi mengandung dua gagasan umum: bahwa pengembangan teknologi itu sendiri mengikuti jalur yang sebagian besar melampaui pengaruh budaya atau politik, dan bahwa teknologi pada akhirnya memiliki ""efek"" yang melekat di masyarakat, bukan sekadar dikondisikan secara sosial.""","Sebagian besar interpretasi determinisme teknologi mengandung dua kekacan umum, bahwa pengembangan teknologi itu sendiri mengikuti jalur yang sebagian besar melamui pengaruh budaya atau politik dan bahwa teknologi pada akhirnya memiliki efek yang melekat di masyarakat bukan sekadar dikondisikan secara sosial.",sebagian besar interpretasi determinisme teknologi mengandung dua gagasan umum bahwa pengembangan teknologi itu sendiri mengikuti jalur yang sebagian besar melampaui pengaruh budaya atau politik dan bahwa teknologi pada akhirnya memiliki efek yang melekat di masyarakat bukan sekadar dikondisikan secara sosial,sebagian besar interpretasi determinisme teknologi mengandung dua kekacan umum bahwa pengembangan teknologi itu sendiri mengikuti jalur yang sebagian besar melamui pengaruh budaya atau politik dan bahwa teknologi pada akhirnya memiliki efek yang melekat di masyarakat bukan sekadar dikondisikan secara sosial,0.6675243377685547,id,1,16000,ok
1688,test,tugas angkatan laut adalah secara tradisi memastikan bahwa negara anda mampu mempertahankan kemampuannya dalam hal pergerakan orang dan barang dan di saat yang sama menghalangi kemampuan musuh anda dalam hal pergerakan orang dan barangnya,"Tugas angkatan laut adalah secara tradisi memastikan bahwa negara Anda mampu mempertahankan kemampuannya dalam hal pergerakan orang dan barang, dan di saat yang sama, menghalangi kemampuan musuh Anda dalam hal pergerakan orang dan barangnya.","Tugas Angkatan Laut adalah secara tradisi memastikan bahwa negara Anda mampu mempertahankan kemampuannya dalam hal pergerakan orang dan barang, dan di saat yang sama mengalami kemampuan musuh Anda dalam hal pergerakan orang dan barangnya.",tugas angkatan laut adalah secara tradisi memastikan bahwa negara anda mampu mempertahankan kemampuannya dalam hal pergerakan orang dan barang dan di saat yang sama menghalangi kemampuan musuh anda dalam hal pergerakan orang dan barangnya,tugas angkatan laut adalah secara tradisi memastikan bahwa negara anda mampu mempertahankan kemampuannya dalam hal pergerakan orang dan barang dan di saat yang sama mengalami kemampuan musuh anda dalam hal pergerakan orang dan barangnya,0.6890039443969727,id,1,16000,ok
1866,test,pertama kebanyakan pengemudi memakai sepatu bot mengemudi dengan tumit dan sol yang halus dan sempit,"Pertama, kebanyakan pengemudi memakai sepatu bot mengemudi dengan tumit dan sol yang halus dan sempit.","Pertama, kebanyakan pengemudi memakai sepatu but mengemudi dengan tumit dan sol yang halus dan sempit.",pertama kebanyakan pengemudi memakai sepatu bot mengemudi dengan tumit dan sol yang halus dan sempit,pertama kebanyakan pengemudi memakai sepatu but mengemudi dengan tumit dan sol yang halus dan sempit,0.4556097984313965,id,1,16000,ok
1755,test,sebuah bom meledak di luar kantor gubernur,Sebuah bom meledak di luar kantor gubernur.,Sebuah bom meledak di luar kantor gubernur.,sebuah bom meledak di luar kantor gubernur,sebuah bom meledak di luar kantor gubernur,0.4551844596862793,id,1,16000,ok
1868,test,di ujung lain spektrum seseorang berubah menjadi individu yang tak dapat dikenali yang merasa dia harus mengubah segala yang telah tim lakukan dan melakukannya seorang diri,"Di ujung lain spektrum, seseorang berubah menjadi individu yang tak dapat dikenali, yang merasa dia harus mengubah segala yang telah tim lakukan dan melakukannya seorang diri.","Di ujung line spectrum, seseorang berubah menjadi individu yang tak dapat dikenali, yang merasa dia harus mengubah segala yang telah dia melakukan, dan melakukannya seorang diri.",di ujung lain spektrum seseorang berubah menjadi individu yang tak dapat dikenali yang merasa dia harus mengubah segala yang telah tim lakukan dan melakukannya seorang diri,di ujung line spectrum seseorang berubah menjadi individu yang tak dapat dikenali yang merasa dia harus mengubah segala yang telah dia melakukan dan melakukannya seorang diri,0.5731074810028076,id,1,16000,ok
1770,test,ini sepertinya masuk akal karena bumi tidak terasa seperti bergerak bukan begitu,"Ini sepertinya masuk akal, karena Bumi tidak terasa seperti bergerak, bukan begitu?","Ini sepertinya masuk akal, karena Bumi tidak terasa seperti bergerak, bukan begitu.",ini sepertinya masuk akal karena bumi tidak terasa seperti bergerak bukan begitu,ini sepertinya masuk akal karena bumi tidak terasa seperti bergerak bukan begitu,0.46564745903015137,id,1,16000,ok
1863,test,pusat meditasi warga tibet adalah dewa yoga melalui visualisasi berbagai dewa saluran energi dibersihkan cakra-cakra diaktifkan dan diciptakan kesadaran akan pencerahan,"Pusat meditasi warga Tibet adalah Dewa Yoga. Melalui visualisasi berbagai dewa saluran energi dibersihkan, cakra-cakra diaktifkan, dan diciptakan kesadaran akan pencerahan.","Pusat meditasi warga Tibet adalah dewa Yoga, melalui visualisasi berbagai dewa saluran energi dibersihkan, cakra-cakra diaktifkan, dan diciptakan kesederan akan pencerahan.",pusat meditasi warga tibet adalah dewa yoga melalui visualisasi berbagai dewa saluran energi dibersihkan cakra cakra diaktifkan dan diciptakan kesadaran akan pencerahan,pusat meditasi warga tibet adalah dewa yoga melalui visualisasi berbagai dewa saluran energi dibersihkan cakra cakra diaktifkan dan diciptakan kesederan akan pencerahan,0.5096750259399414,id,1,16000,ok
1931,test,layanan tersebut kerap kali dipakai oleh pelayaran termasuk kapal pesiar dan juga ekspedisi yang memerlukan komunikasi suara dan data jarak jauh,"Layanan tersebut kerap kali dipakai oleh pelayaran, termasuk kapal pesiar, dan juga ekspedisi yang memerlukan komunikasi suara dan data jarak jauh.","Layanan tersebut kerap kali dipakai oleh pelayaran, termasuk kapal pesiar dan juga ekspedisi yang memerlukan komunikasi suara dan data jarak jauh.",layanan tersebut kerap kali dipakai oleh pelayaran termasuk kapal pesiar dan juga ekspedisi yang memerlukan komunikasi suara dan data jarak jauh,layanan tersebut kerap kali dipakai oleh pelayaran termasuk kapal pesiar dan juga ekspedisi yang memerlukan komunikasi suara dan data jarak jauh,0.6163170337677002,id,1,16000,ok
1740,test,pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini,Pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini.,Pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini.,pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak anak di kawasan ini,pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak anak di kawasan ini,0.48571109771728516,id,1,16000,ok
1686,test,akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,"Akibatnya, proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan.","Akibatnya, proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan.",akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,0.4631192684173584,id,1,16000,ok
1768,test,sebagian besar bangunan di tepian kompleks telah dibangun kembali supaya wisatawan punya gambaran yang lebih baik seperti apa tampilan aslinya,Sebagian besar bangunan di tepian kompleks telah dibangun kembali supaya wisatawan punya gambaran yang lebih baik seperti apa tampilan aslinya.,Sebagian besar bangunan di tepian kompleks telah dibangun kembali supaya wisatawan punya gambaran yang lebih baik seperti apa tampilan aslinya.,sebagian besar bangunan di tepian kompleks telah dibangun kembali supaya wisatawan punya gambaran yang lebih baik seperti apa tampilan aslinya,sebagian besar bangunan di tepian kompleks telah dibangun kembali supaya wisatawan punya gambaran yang lebih baik seperti apa tampilan aslinya,0.4900045394897461,id,1,16000,ok
1714,test,satelit itu dikirim ke luar angkasa oleh roket ilmuwan menggunakan teleskop di luar angkasa karena atmosfer bumi mengubah sebagian cahaya dan pandangan kita,"Satelit itu dikirim ke luar angkasa oleh roket. Ilmuwan menggunakan teleskop di luar angkasa, karena atmosfer bumi mengubah sebagian cahaya dan pandangan kita.",Satelit itu dikirim ke luar angkasa oleh roket. Ilmuwan menggunakan teleskop di luar angkasa karena atmosfer bumi mengubah sebagian cahaya dan pandangan kita.,satelit itu dikirim ke luar angkasa oleh roket ilmuwan menggunakan teleskop di luar angkasa karena atmosfer bumi mengubah sebagian cahaya dan pandangan kita,satelit itu dikirim ke luar angkasa oleh roket ilmuwan menggunakan teleskop di luar angkasa karena atmosfer bumi mengubah sebagian cahaya dan pandangan kita,0.4817774295806885,id,1,16000,ok
1832,test,olahraga populer antara lain sepak bola basket voli polo air anggar rugbi balap sepeda hoki es hoki dan balapan motor f1,"Olahraga populer antara lain: sepak bola, basket, voli, polo air, anggar, rugbi, balap sepeda, hoki es, hoki, dan balapan motor F1.","Olahraga populer antara lain sepak bola, basket, voli, polo air, anggar, rakbi, balap sepeda, hoki es, hoki, dan balapan motor F1.",olahraga populer antara lain sepak bola basket voli polo air anggar rugbi balap sepeda hoki es hoki dan balapan motor f1,olahraga populer antara lain sepak bola basket voli polo air anggar rakbi balap sepeda hoki es hoki dan balapan motor f1,0.539306640625,id,1,16000,ok
1902,test,ia awalnya dirawat di rumah sakit james paget di great yarmouth,Ia awalnya dirawat di Rumah Sakit James Paget di Great Yarmouth.,Ia awalnya dirawat di Rumah Sakit James Baggett di Kidiyarmu.,ia awalnya dirawat di rumah sakit james paget di great yarmouth,ia awalnya dirawat di rumah sakit james baggett di kidiyarmu,0.44335508346557617,id,1,16000,ok
1920,test,mereka biasanya memiliki penawaran makanan minuman dan hiburan yang khusus untuk menjaga suasana hati para tamu dan mempertahankannya di lokasi,"Mereka biasanya memiliki penawaran makanan, minuman, dan hiburan yang khusus, untuk menjaga suasana hati para tamu, dan mempertahankannya di lokasi.","Mereka biasanya memiliki penawaran makanan, minuman, dan hiburan yang khusus untuk menjaga suasana hati para tamu dan mempertahankannya di lokasi.",mereka biasanya memiliki penawaran makanan minuman dan hiburan yang khusus untuk menjaga suasana hati para tamu dan mempertahankannya di lokasi,mereka biasanya memiliki penawaran makanan minuman dan hiburan yang khusus untuk menjaga suasana hati para tamu dan mempertahankannya di lokasi,0.48411989212036133,id,1,16000,ok
1676,test,seperti semua taman nasional afrika selatan taman ini memberlakukan biaya masuk dan konservasi harian,"Seperti semua Taman Nasional Afrika Selatan, taman ini memberlakukan biaya masuk dan konservasi harian.","Seperti semua taman nasional Afrika Selatan, taman ini membelakukan biaya masuk dan konservasi harian.",seperti semua taman nasional afrika selatan taman ini memberlakukan biaya masuk dan konservasi harian,seperti semua taman nasional afrika selatan taman ini membelakukan biaya masuk dan konservasi harian,0.563788652420044,id,1,16000,ok
1760,test,mosasaurus merupakan predator puncak di masanya sehingga ia tidak takut apa pun kecuali sesama mosasaurus,Mosasaurus merupakan predator puncak di masanya sehingga ia tidak takut apa pun kecuali sesama mosasaurus.,Mosasaurus merupakan predator puncak di masanya sehingga ia tidak takut apa pun kecuali sesama mosasaurus.,mosasaurus merupakan predator puncak di masanya sehingga ia tidak takut apa pun kecuali sesama mosasaurus,mosasaurus merupakan predator puncak di masanya sehingga ia tidak takut apa pun kecuali sesama mosasaurus,0.5180001258850098,id,1,16000,ok
1793,test,jika anda tidak terbiasa mengemudi di jalan pedesaan waspadalah banyak terdapat tanjakan curam jalan sempit serta tikungan tajam,"Jika Anda tidak terbiasa mengemudi di jalan pedesaan, waspadalah: banyak terdapat tanjakan curam, jalan sempit, serta tikungan tajam.","Jika Anda tidak terbiasa menghubungi di jalan pedesaan, ospadilah. Banyak terdapat tanjakan curam, jalan sempit, serta tikungan tanjam.",jika anda tidak terbiasa mengemudi di jalan pedesaan waspadalah banyak terdapat tanjakan curam jalan sempit serta tikungan tajam,jika anda tidak terbiasa menghubungi di jalan pedesaan ospadilah banyak terdapat tanjakan curam jalan sempit serta tikungan tanjam,0.5867729187011719,id,1,16000,ok
1836,test,orang-orang telah mengenal unsur-unsur kimia dasar seperti emas perak dan tembaga dari zaman kuno karena semua ini dapat ditemukan di alam dalam bentuk aslinya dan relatif mudah ditambang dengan alat-alat primitif,"Orang-orang telah mengenal unsur-unsur kimia dasar seperti emas, perak, dan tembaga dari zaman kuno karena semua ini dapat ditemukan di alam dalam bentuk aslinya dan relatif mudah ditambang dengan alat-alat primitif.","Orang-orang telah mengenal unsur-unsur kimia dasar seperti emas, perak, dan tembaga dari zaman kuno karena semua ini dapat ditemukan di alam dalam bentuk aslinya dan relatif mudah ditambang dengan alat-alat primitif.",orang orang telah mengenal unsur unsur kimia dasar seperti emas perak dan tembaga dari zaman kuno karena semua ini dapat ditemukan di alam dalam bentuk aslinya dan relatif mudah ditambang dengan alat alat primitif,orang orang telah mengenal unsur unsur kimia dasar seperti emas perak dan tembaga dari zaman kuno karena semua ini dapat ditemukan di alam dalam bentuk aslinya dan relatif mudah ditambang dengan alat alat primitif,0.5949769020080566,id,1,16000,ok
1748,test,kru pemadam kebakaran akhirnya berhasil memadamkan api pada pukul 23.35,Kru pemadam kebakaran akhirnya berhasil memadamkan api pada pukul 23.35.,Grup Pemadam Pakaran akhirnya berhasil memadam api pada pukul 23.35.,kru pemadam kebakaran akhirnya berhasil memadamkan api pada pukul 23 35,grup pemadam pakaran akhirnya berhasil memadam api pada pukul 23 35,0.48001933097839355,id,1,16000,ok
1947,test,haiti tak menemui kendala terkait penyakit itu sejak era 1800-an sebelum pasukan datang,"Haiti tak menemui kendala terkait penyakit itu sejak era 1800-an, sebelum pasukan datang.",Haiti tak menemui kendala terkait penyakit itu sejak 1800an sebelum pasukan datang.,haiti tak menemui kendala terkait penyakit itu sejak era 1800 an sebelum pasukan datang,haiti tak menemui kendala terkait penyakit itu sejak 1800an sebelum pasukan datang,0.46521592140197754,id,1,16000,ok
1719,test,cuaca buruk adalah istilah umum untuk fenomena cuaca berbahaya yang berpotensi menyebabkan kerusakan gangguan sosial yang serius atau hilangnya nyawa manusia,"Cuaca buruk adalah istilah umum untuk fenomena cuaca berbahaya yang berpotensi menyebabkan kerusakan, gangguan sosial yang serius, atau hilangnya nyawa manusia.","Cuaca buruk adalah istilah umum untuk fenomena cuaca berbahaya yang berpotensi menyebabkan kerusakan, gangguan sosial yang serius, atau hilangkan nyawa manusia.",cuaca buruk adalah istilah umum untuk fenomena cuaca berbahaya yang berpotensi menyebabkan kerusakan gangguan sosial yang serius atau hilangnya nyawa manusia,cuaca buruk adalah istilah umum untuk fenomena cuaca berbahaya yang berpotensi menyebabkan kerusakan gangguan sosial yang serius atau hilangkan nyawa manusia,0.4712049961090088,id,1,16000,ok
1813,test,bahasa resmi barcelona adalah katalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa katalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,"Bahasa resmi Barcelona adalah Katalan dan Spanyol. Hampir separuh penduduknya lebih suka berbicara dalam bahasa Katalan, sebagian besar memahaminya, dan hampir semua orang mengetahui bahasa Spanyol.","Bahasa resmi Barsenola adalah Katalan dan Spanyol. Hampir separuh penduduknya lebih suka berbicara dalam bahasa Katalan, sebagian besar memahaminya, dan hampir semua orang mengetahui bahasa Spanyol.",bahasa resmi barcelona adalah katalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa katalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,bahasa resmi barsenola adalah katalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa katalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,0.4911179542541504,id,1,16000,ok
1860,test,kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian,Kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian.,Kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian.,kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian,kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian,0.45254945755004883,id,1,16000,ok
